	0
4030	10345.0
4031	998.0
4032	63.0
4033	108.0
4034	429.0
4035	337.0
4036	36.0
4037	620.0
4038	114.0
4039	176.0
4040	67.0
4041	7104.0
4042	1414.0
4043	322.0
4044	1430.0
4045	227.0
4046	648.0
4047	427.0
4048	508.0
4049	4471.0
4050	308.0
4051	684.0
4052	265.0
4053	127.0
4054	896.0
4055	19109.0
4056	147.0
4057	206.0
4058	699.0
4059	2552.0
4060	111.0
4061	72.0
4062	165.0
4063	129.0
4064	1435.0
4065	35.0
4066	14131.0
4067	492.0
4068	440.0
4069	1048.0
4070	785.0
4071	2062.0
4072	89.0
4073	135.0
4074	166.0
4075	105.0
4076	381.0
4077	1397.0
4078	608.0
4079	69.0
4080	117.0
4081	599.0
4082	189.0
4083	186.0
4084	270.0
4085	84.0
4086	1618.0
4087	139.0
4088	398.0
4089	103.0
4090	82.0
4091	206.0
4092	137.0
4093	131.0
4094	891.0
4095	100.0
4096	1344.0
4097	940.0
4098	552.0
4099	2449.0
4100	356.0
4101	62.0
4102	390.0
4103	1002.0
4104	123.0
4105	520.0
4106	284.0
4107	949.0
4108	1143.0
4109	273.0
4110	444.0
4111	2681.0
4112	52.0
4113	1776.0
4114	628.0
4115	128.0
4116	157.0
4117	968.0
4118	1025.0
4119	827.0
4120	133.0
4121	271.0
4122	112.0
4123	132.0
4124	4925.0
4125	74.0
4126	216.0
4127	16514.0
4128	263.0
4129	165.0
4130	798.0
4131	84.0
4132	205.0
4133	1825.0
4134	103.0
4135	917.0
4136	83.0
4137	128.0
4138	129.0
4139	579.0
4140	93.0
4141	406.0
4142	780.0
4143	716.0
4144	123.0
4145	37.0
4146	8080.0
4147	1120.0
4148	77.0
4149	20440.0
4150	1674.0
4151	1074.0
4152	1185.0
4153	169.0
4154	179.0
4155	116.0
4156	1416.0
4157	250.0
4158	784.0
4159	1659.0
4160	764.0
4161	298.0
4162	1991.0
4163	937.0
4164	96.0
4165	107.0
4166	187.0
4167	442.0
4168	795.0
4169	150.0
4170	299.0
4171	701.0
4172	5849.0
4173	263.0
4174	1046.0
4175	95.0
4176	236.0
4177	268.0
4178	471.0
4179	1040.0
4180	158.0
4181	1973.0
4182	303.0
4183	146.0
4184	816.0
4185	348.0
4186	2197.0
4187	492.0
4188	615.0
4189	13086.0
4190	528.0
4191	946.0
4192	71.0
4193	95.0
4194	171.0
4195	9355.0
4196	192.0
4197	310.0
4198	292.0
4199	101.0
4200	283.0
4201	80.0
4202	100.0
4203	227.0
4204	181.0
4205	667.0
4206	432.0
4207	25.0
4208	843.0
4209	760.0
4210	949.0
4211	100.0
4212	20712.0
4213	119.0
4214	1286.0
4215	375.0
4216	15049.0
4217	16414.0
4218	231.0
4219	550.0
4220	1657.0
4221	131.0
4222	89.0
4223	689.0
4224	1204.0
4225	313.0
4226	247.0
4227	559.0
4228	113.0
4229	249.0
4230	2559.0
4231	88.0
4232	143.0
4233	84.0
4234	99.0
4235	123.0
4236	292.0
4237	74.0
4238	167.0
4239	47.0
4240	164.0
4241	144.0
4242	338.0
4243	249.0
4244	6423.0
4245	88.0
4246	234.0
4247	109.0
4248	111.0
4249	195.0
4250	246.0
4251	80.0
4252	435.0
4253	1126.0
4254	322.0
4255	104.0
4256	74.0
4257	66.0
4258	156.0
4259	547.0
4260	91.0
4261	104.0
4262	147.0
4263	87.0
4264	2070.0
4265	62.0
4266	755.0
4267	119.0
4268	162.0
4269	2649.0
4270	41.0
4271	64.0
4272	209.0
4273	211.0
4274	207.0
4275	231.0
4276	2168.0
4277	1383.0
4278	134.0
4279	184.0
4280	490.0
4281	1145.0
4282	136.0
4283	119.0
4284	943.0
4285	612.0
4286	189.0
4287	157.0
4288	60.0
4289	511.0
4290	139.0
4291	63.0
4292	50.0
4293	201.0
4294	490.0
4295	55.0
4296	386.0
4297	256.0
4298	54.0
4299	274.0
4300	121.0
4301	129.0
4302	71.0
4303	418.0
4304	110.0
4305	86.0
4306	12711.0
4307	18130.0
4308	1550.0
4309	300.0
4310	2908.0
4311	112.0
4312	76.0
4313	63.0
4314	2739.0
4315	52.0
4316	1180.0
4317	7613.0
4318	105.0
4319	64.0
4320	28.0
4321	64.0
4322	175.0
4323	6797.0
4324	64.0
4325	52.0
4326	89.0
4327	275.0
4328	234.0
4329	10592.0
4330	214.0
4331	100.0
4332	1102.0
4333	270.0
4334	1258.0
4335	514.0
4336	1293.0
4337	79.0
4338	805.0
4339	64.0
4340	146.0
4341	1071.0
4342	151.0
4343	134.0
4344	91.0
4345	129.0
4346	181.0
4347	9770.0
4348	96.0
4349	164.0
4350	256.0
4351	142.0
4352	193.0
4353	520.0
4354	1200.0
4355	238.0
4356	968.0
4357	164.0
4358	209.0
4359	106.0
4360	1105.0
4361	244.0
4362	957.0
4363	176.0
4364	942.0
4365	54.0
4366	342.0
4367	445.0
4368	259.0
4369	242.0
4370	1022.0
4371	657.0
4372	415.0
4373	398.0
4374	491.0
4375	327.0
4376	829.0
4377	104.0
4378	127.0
4379	321.0
4380	2900.0
4381	167.0
4382	100.0
4383	324.0
4384	445.0
4385	151.0
4386	754.0
4387	614.0
4388	43.0
4389	257.0
4390	106.0
4391	2110.0
4392	12609.0
4393	390.0
4394	1757.0
4395	97.0
4396	355.0
4397	102.0
4398	3449.0
4399	221.0
4400	1234.0
4401	368.0
4402	308.0
4403	100.0
4404	1091.0
4405	13217.0
4406	2960.0
4407	339.0
4408	211.0
4409	128.0
4410	4325.0
4411	656.0
4412	92.0
4413	121.0
4414	118.0
4415	323.0
4416	292.0
4417	405.0
4418	50.0
4419	201.0
4420	84.0
4421	179.0
4422	69.0
4423	103.0
4424	160.0
4425	150.0
4426	2095.0
4427	278.0
4428	163.0
4429	202.0
4430	4920.0
4431	551.0
4432	292.0
4433	135.0
4434	208.0
4435	168.0
4436	111.0
4437	266.0
4438	206.0
4439	244.0
4440	721.0
4441	120.0
4442	555.0
4443	102.0
4444	163.0
4445	186.0
4446	10861.0
4447	105.0
4448	173.0
4449	1369.0
4450	11979.0
4451	114.0
4452	296.0
4453	340.0
4454	206.0
4455	2733.0
4456	650.0
4457	102.0
4458	112.0
4459	149.0
4460	221.0
4461	17442.0
4462	1506.0
4463	193.0
4464	439.0
4465	146.0
4466	311.0
4467	285.0
4468	2085.0
4469	99.0
4470	15097.0
4471	1102.0
4472	55.0
4473	160.0
4474	232.0
4475	178.0
4476	201.0
4477	478.0
4478	127.0
4479	571.0
4480	257.0
4481	73.0
4482	640.0
4483	558.0
4484	80.0
4485	216.0
4486	349.0
4487	427.0
4488	5703.0
4489	422.0
4490	328.0
4491	399.0
4492	92.0
4493	231.0
4494	9586.0
4495	79.0
4496	716.0
4497	315.0
4498	147.0
4499	458.0
4500	213.0
4501	241.0
4502	370.0
4503	251.0
4504	6244.0
4505	118.0
4506	66.0
4507	93.0
4508	5627.0
4509	247.0
4510	119.0
4511	127.0
4512	196.0
4513	423.0
4514	124.0
4515	212.0
4516	66.0
4517	666.0
4518	850.0
4519	566.0
4520	150.0
4521	68.0
4522	986.0
4523	1123.0
4524	151.0
4525	284.0
4526	102.0
4527	228.0
4528	105.0
4529	559.0
4530	568.0
4531	244.0
4532	62.0
4533	113.0
4534	1479.0
4535	729.0
4536	819.0
4537	1016.0
4538	217.0
4539	140.0
4540	218.0
4541	119.0
4542	173.0
4543	480.0
4544	934.0
4545	962.0
4546	473.0
4547	262.0
4548	85.0
4549	131.0
4550	236.0
4551	97.0
4552	126.0
4553	176.0
4554	119.0
4555	176.0
4556	156.0
4557	216.0
4558	187.0
4559	180.0
4560	69.0
4561	192.0
4562	214.0
4563	768.0
4564	4014.0
4565	508.0
4566	654.0
4567	419.0
4568	300.0
4569	2130.0
4570	155.0
4571	1724.0
4572	97.0
4573	213.0
4574	820.0
4575	164.0
4576	639.0
4577	2646.0
4578	1946.0
4579	467.0
4580	821.0
4581	649.0
4582	47.0
4583	3957.0
4584	46.0
4585	441.0
4586	257.0
4587	94.0
4588	262.0
4589	151.0
4590	2788.0
4591	197.0
4592	188.0
4593	258.0
4594	177.0
4595	1111.0
4596	91.0
4597	420.0
4598	113.0
4599	980.0
4600	269.0
4601	48.0
4602	166.0
4603	72.0
4604	237.0
4605	253.0
4606	230.0
4607	77.0
4608	95.0
4609	274.0
4610	847.0
4611	1606.0
4612	108.0
4613	156.0
4614	502.0
4615	449.0
4616	276.0
4617	316.0
4618	304.0
4619	1098.0
4620	230.0
4621	8882.0
4622	277.0
4623	520.0
4624	219.0
4625	137.0
4626	617.0
4627	458.0
4628	190.0
4629	330.0
4630	431.0
4631	809.0
4632	161.0
4633	90.0
4634	710.0
4635	295.0
4636	67.0
4637	1887.0
4638	2837.0
4639	323.0
4640	430.0
4641	552.0
4642	2862.0
4643	998.0
4644	991.0
4645	215.0
4646	2411.0
4647	574.0
4648	1283.0
4649	920.0
4650	10338.0
4651	337.0
4652	129.0
4653	153.0
4654	1143.0
4655	288.0
4656	115.0
4657	35.0
4658	159.0
4659	109.0
4660	1418.0
4661	1159.0
4662	696.0
4663	1084.0
4664	325.0
4665	182.0
4666	111.0
4667	96.0
4668	1381.0
4669	127.0
4670	557.0
4671	154.0
4672	965.0
4673	1138.0
4674	348.0
4675	502.0
4676	73.0
4677	177.0
4678	2721.0
4679	855.0
4680	83.0
4681	839.0
4682	189.0
4683	154.0
4684	257.0
4685	111.0
4686	356.0
4687	629.0
4688	290.0
4689	349.0
4690	146.0
4691	3040.0
4692	3565.0
4693	400.0
4694	272.0
4695	153.0
4696	685.0
4697	605.0
4698	323.0
4699	2327.0
4700	173.0
4701	98.0
4702	142.0
4703	301.0
4704	141.0
4705	623.0
4706	1124.0
4707	115.0
4708	11829.0
4709	147.0
4710	135.0
4711	137.0
4712	180.0
4713	566.0
4714	457.0
4715	398.0
4716	458.0
4717	225.0
4718	615.0
4719	1027.0
4720	61.0
4721	56.0
4722	186.0
4723	148.0
4724	3395.0
4725	246.0
4726	971.0
4727	895.0
4728	178.0
4729	120.0
4730	331.0
4731	8203.0
4732	100.0
4733	219.0
4734	8928.0
4735	851.0
4736	3527.0
4737	100.0
4738	2666.0
4739	64.0
4740	145.0
4741	105.0
4742	154.0
4743	2266.0
4744	12556.0
4745	444.0
4746	1679.0
4747	790.0
4748	167.0
4749	1931.0
4750	816.0
4751	82.0
4752	909.0
4753	230.0
4754	139.0
4755	81.0
4756	277.0
4757	489.0
4758	1109.0
4759	148.0
4760	45.0
